Index,Height
184,68.73577
185,66.22666
186,65.95968
187,68.58372
188,66.59347
189,66.96574
190,68.08015
191,70.19025
192,65.52149
193,67.45905
194,67.40985
195,69.66158
196,65.79799
197,66.10558
198,68.23987
199,68.02403
200,71.39044
201,65.7316
202,66.43358
203,70.01309
204,69.48146
205,68.62764
206,68.36275
207,68.39028
208,68.77413
209,69.9236
210,71.55542
211,68.44764
212,66.71398
213,66.68413
214,67.93699
215,68.89855
216,67.29191
217,69.57212
218,67.67479
219,69.04155
220,67.96765
221,65.83982
222,65.77288
223,71.14106
224,67.83055
225,65.0693
226,69.70745
227,69.92983
228,66.11569
229,68.61364
230,68.9976
231,66.79171
232,68.02363
233,69.67258
234,71.82178
235,72.74676
236,67.27951
237,67.41015
238,68.5315
239,68.47126
240,68.51867
241,63.72529
242,67.70483
243,69.47115
244,66.70198
245,65.23126
246,69.89473
247,69.83048
248,65.3979
249,68.32214
250,65.93895
251,70.09805
252,66.05531
253,68.23481
254,65.21758
255,69.16173
256,67.60064
257,67.28621
258,66.84323
259,68.08281
260,66.56991
261,70.16973
262,67.85113
263,66.62309
264,63.68816
265,68.0356
266,66.941
267,66.26292
268,70.7301
269,70.70844
270,73.26872
271,63.79021
272,67.84109
273,67.78058
274,67.23901
275,66.75701
276,69.03098
277,68.52652
278,64.65419
279,65.14295
280,66.74124
281,66.99923
282,70.26611
283,67.57666
284,66.30582
285,68.90702
286,65.60543
287,68.00189
288,69.93715
289,70.1459
290,66.66364
291,69.40676
292,66.80598
293,67.70048
294,69.13438
295,67.53769
296,65.77912
297,66.25769
298,67.39038
299,64.94327
300,69.25699
301,69.07739
302,69.64403
303,69.07705
304,68.01304
305,68.85664
306,63.19158
307,65.57591
308,69.12101
309,69.78765
310,67.48203
311,69.08809
312,68.5529
313,68.21327
314,67.1012
315,71.23661
316,69.11946
317,65.49848
318,66.58706
319,67.99831
320,72.57747
321,67.97585
322,66.62347
323,67.29574
324,65.95951
325,66.54011
326,68.07723
327,65.83291
328,69.23721
329,64.69413
330,69.21372
331,67.16792
332,67.8467
333,69.27389
334,67.90547
335,67.076
336,70.01531
337,70.05454
338,70.86714
339,66.0586
340,65.23745
341,68.7413
342,69.51946
343,70.30764
344,67.29982
345,67.60582
346,67.85566
347,66.46536
348,68.92071
349,68.46886
350,69.5193
351,70.23956
352,67.85651
353,68.00435
354,67.13983
355,68.09931
356,68.99077
357,69.32618
358,70.09286
359,68.74304
360,64.18633
361,66.09074
362,69.24418
363,69.66512
364,68.42721
365,68.28613
366,69.37684
367,68.35315
368,72.32489
369,70.37159
370,65.72927
371,66.49627
372,70.81339
373,67.37579
374,67.79709
375,68.1607
376,68.85782
377,67.71342
378,64.66007
379,65.73721
380,68.42441
381,68.88946
382,68.27367
383,69.18045
384,72.60996
385,66.04157
386,69.2288
387,68.87697
388,66.46042
389,69.30444
390,67.58249
391,69.41816
392,67.46867
393,66.44873
394,68.76185
395,63.76881
396,69.03663
397,66.48966
398,66.74224
399,67.69394
400,66.69066
401,67.02877
402,65.91096
403,70.0304
404,69.26978
405,70.07695
406,64.90942
407,69.68744
408,67.56524
409,63.85529
410,71.6189
411,64.98993
412,64.60759
413,62.01666
414,65.28516
415,67.70163
416,70.85794
417,68.17075
418,67.45006
419,71.04224
420,67.83032
421,67.15488
422,68.30289
423,65.41208
424,68.66755
425,70.06733
426,69.13413
427,67.02078
428,65.52274
429,70.19808
430,67.66866
431,69.73257
432,67.61719
433,70.79589
434,69.65804
435,66.73277
436,67.58008
437,65.25317
438,70.71387
439,71.27374
440,66.55913
441,68.04247
442,68.11699
443,71.2367
444,66.92387
445,71.10381
446,69.41466
447,69.16807
448,68.57725
449,69.60315
450,69.05087
451,68.28699
452,69.25276
453,68.23862
454,67.6868
455,68.84083
456,69.52061
457,66.97668
458,72.0053
459,67.44482
460,66.06214
461,65.5747
462,68.30171
463,71.02603
464,70.76882
465,67.50812
466,69.50936
467,66.4455
468,68.5689
469,67.01296
470,68.70004
471,68.23013
472,70.40713
473,65.69989
474,65.7031
475,68.48055
476,66.62891
477,66.84285
478,69.89734
479,67.6543
480,68.30917
481,69.74848
482,68.57906
483,68.14477
484,67.98093
485,64.82535
486,69.20785
487,69.2656
488,70.9403
489,69.07826
490,66.20183
491,71.05779
492,68.99493
493,70.96089
494,66.02496
495,69.8641
496,66.82802
497,69.09424
498,66.81425
499,67.13183
500,64.57428
501,68.68038
502,67.53724
503,71.17732
504,70.53514
505,71.53411
506,66.77301
507,66.33636
508,64.83095
509,68.38247
510,68.05038
511,69.09149
512,69.91046
513,68.40737
514,68.32559
515,66.95555
516,70.54816
517,69.37805
518,67.52012
519,64.87142
520,69.13396
521,68.81192
522,67.56446
523,68.16772
524,65.80687
525,64.92276
526,68.35584
527,66.71546
528,69.18196
529,65.88795
530,66.03733
531,69.44194
532,67.14847
533,65.69442
534,69.42723
535,66.54503
536,69.04469
537,67.62036
538,69.59105
539,68.12343
540,71.22641
541,66.43285
542,66.31808
543,68.02724
544,68.2876
545,66.91609
546,71.77546
547,66.04535
548,69.01455
549,68.70744
550,65.012
551,66.05857
552,71.16403
553,67.55274
554,68.83455
555,68.11811
556,67.90528
557,67.64085
558,69.78282
559,67.99889
560,69.41465
561,70.42989
562,67.67519
563,67.88036
564,68.06905
565,66.99435
566,71.57689
567,64.36564
568,67.93011
569,69.91863
570,69.93864
571,66.79766
572,70.11119
573,68.94814
574,68.02886
575,69.36148
576,68.44886
577,65.70282
578,69.55674
579,65.84635
580,68.79983
581,69.03835
582,67.36352
583,70.35788
584,69.88828
585,65.15319
586,69.40907
587,68.50874
588,65.71552
589,63.98308
590,70.07685
591,68.42542
592,68.23665
593,67.82856
594,66.31277
595,69.75128
596,65.70901
597,66.88227
598,67.2791
599,70.63357
600,69.9377
601,65.87671
602,72.44694
603,70.07052
604,67.68486
605,66.1151
606,69.94355
607,68.24317
608,68.80144
609,66.61818
610,70.18701
611,65.58971
612,68.69566
613,64.88639
614,69.81993
615,66.33962
616,70.4434
617,69.99163
618,70.13617
619,67.1793
620,68.2034
621,67.76121
622,64.79753
623,66.47871
624,66.98337
625,65.69991
626,66.82705
627,66.35141
628,70.13491
629,70.11565
630,64.56145
631,68.15724
632,67.1475
633,70.88927
634,68.16218
635,71.19657
636,67.92444
637,65.30204
638,66.40756
639,71.30647
640,69.05997
641,65.95442
642,69.63776
643,71.10495
644,66.21851
645,66.13469
646,67.7851
647,66.67737
648,69.99408
649,71.1441
650,68.63927
651,69.08548
652,67.97389
653,65.94809
654,66.02102
655,71.23576
656,67.52674
657,71.06935
658,68.27178
659,67.31932
660,68.98848
661,68.404
662,67.092
663,66.76866
664,65.64636
665,65.34105
666,68.18299
667,70.65924
668,65.94401
669,69.62792
670,68.29965
671,70.06075
672,68.43602
673,69.27012
674,67.70511
675,70.89315
676,70.54313
677,71.58086
678,68.42301
679,69.35781
680,70.445
681,67.38153
682,67.50767
683,68.52054
684,66.80858
685,72.38532
686,68.51642
687,70.79791
688,66.21905
689,68.31167
690,67.1715
691,67.7714
692,67.47328
693,67.77463
694,69.20099
695,70.04297
696,70.56979
697,66.45379
698,67.68132
699,65.75638
700,69.3549
701,70.5902
702,67.27626
703,68.48853
704,67.02188
705,65.77613
706,65.96579
707,68.18868
708,72.08595
709,66.85358
710,69.10929
711,64.5909
712,67.03849
713,68.99156
714,70.59872
715,70.08988
716,65.6844
717,67.0982
718,66.03932
719,69.26423
720,66.61351
721,68.11738
722,69.73059
723,64.02042
724,66.23753
725,72.46761
726,66.21938
727,71.2978
728,63.1255
729,70.93034
730,68.25489
731,64.78014
732,65.42982
733,68.91361
734,64.96937
735,66.15237
736,65.98386
737,69.2435
738,68.31982
739,70.11607
740,68.63521
741,67.74289
742,64.58641
743,64.66165
744,65.90771
745,65.77649
746,67.1506
747,72.24339
748,68.73199
749,67.57019
750,70.36234
751,63.62233
752,66.20711
753,66.22114
754,70.0722
755,69.6563
756,66.25043
757,68.0704
758,67.14808
759,68.76609
760,68.12075
761,65.72987
762,69.17439
763,70.36351
764,70.78557
765,70.88083
766,66.62148
767,69.9829
768,66.92866
769,71.45806
770,69.66344
771,69.30943
772,66.59775
773,64.20209
774,68.23051
775,70.09021
776,70.9755
777,64.93134
778,66.90106
779,69.19803
780,68.4149
781,66.3163
782,72.13467
783,65.74613
784,69.96677
785,65.11417
786,67.43294
787,66.39785
788,67.18769
789,67.68597
790,67.77469
791,63.62937
792,66.447
793,71.9233
794,67.92214
795,68.01143
796,67.76524
797,69.19791
798,67.00109
799,67.09659
800,69.85144
801,67.42782
802,68.1104
803,68.29433
804,69.45176
805,69.08219
806,70.91753
807,64.20566
808,71.10315
809,72.08523
810,66.15119
811,67.52898
812,67.17586
813,72.92955
814,65.54112
815,69.08487
816,65.28991
817,68.53447
818,71.32802
819,66.88095
820,67.91196
821,67.00238
822,68.27584
823,66.20276
824,64.24214
825,67.43738
826,64.50081
827,68.89607
828,70.32908
829,64.31742
830,67.11253
831,68.01206
832,68.25267
833,67.76873
834,67.44291
835,65.73581
836,69.64372
837,71.92818
838,69.39435
839,67.14717
840,69.1469
841,66.90594
842,67.838
843,68.09614
844,66.14093
845,71.16386
846,67.55757
847,70.01279
848,72.56431
849,66.60224
850,68.51802
851,66.34638
852,69.02692
853,69.12446
854,68.24578
855,68.4869
856,70.68261
857,70.35969
858,67.62401
859,69.4463
860,67.92486
861,68.39347
862,66.31812
863,71.22882
864,65.29169
865,66.00287
866,67.61775
867,69.10276
868,68.99743
869,69.07531
870,68.34086
871,71.68196
872,68.77664
873,66.18191
874,72.37092
875,66.85155
876,65.75688
877,69.69245
878,66.27915
879,66.47752
880,68.71912
881,68.29244
882,67.66696
883,71.29885
884,67.07369
885,70.68048
886,71.40114
887,71.00392
888,66.2799
889,68.05383
890,64.16346
891,66.87966
892,70.52968
893,65.45595
894,69.11331
895,67.94221
896,67.2132
897,67.6372
898,70.09365
899,64.41354
900,69.77698
901,66.58181
902,68.14995
903,66.18165
904,66.79412
905,67.1657
906,68.01904
907,66.95837
908,68.70397
909,69.68057
910,66.52793
911,66.46981
912,71.44643
913,66.62648
914,64.01015
915,65.03312
916,66.77216
917,68.91932
918,71.22926
919,71.10332
920,69.80699
921,67.09127
922,67.27958
923,71.86593
924,67.20197
925,68.44108
926,67.20278
927,69.36588
928,69.0416
929,65.9056
930,66.44766
931,66.08009
932,69.35367
933,70.83359
934,67.664
935,65.30966
936,66.66817
937,66.93271
938,67.73938
939,64.27722
940,66.83442
941,65.89728
942,67.6564
943,68.68966
944,66.08003
945,66.91344
946,69.48392
947,68.60001
948,69.21225
949,67.63342
950,65.73405
951,66.09947
952,67.65293
953,67.59619
954,69.57859
955,66.08879
956,70.08026
957,65.00956
958,69.16464
959,69.61276
960,71.48367
961,69.47413
962,69.0027
963,69.5581
964,68.63746
965,67.20262
966,66.07614
967,66.18342
968,70.80778
969,67.158
970,65.2973
971,69.23494
972,68.90768
973,72.3478
974,68.29557
975,68.34735
976,67.46476
977,68.86803
978,66.62471
979,64.77193
980,67.70647
981,72.992
982,70.95194
983,67.95677
984,67.20959
985,66.36959
986,67.63896
987,69.74444
988,68.17532
989,66.89711
990,67.4966
991,66.51569
992,66.88332
993,69.7277
994,69.78345
995,65.40046
996,67.99831
997,72.25581
998,70.79562
999,65.18786
1000,67.7123
1001,70.05146
1002,67.30497
1003,66.39813
1004,69.73637
1005,68.71659
1006,63.88437
1007,68.40851
1008,67.93251
1009,70.69674
1010,68.95083
1011,66.49457
1012,68.59369
1013,66.26442
1014,69.58656
1015,67.35651
1016,69.68727
1017,68.44046
1018,68.47973
1019,65.45463
1020,66.8085
1021,70.05212
1022,67.43558
1023,66.54306
1024,67.32353
1025,67.9725
1026,69.03858
1027,67.69453
1028,69.30508
1029,65.39643
1030,68.35638
1031,65.36888
1032,68.36499
1033,71.15702
1034,69.25532
1035,66.6984
1036,69.17548
1037,68.31559
1038,67.81616
1039,68.56123
1040,66.23085
1041,68.95099
1042,67.86761
1043,68.05498
1044,67.73986
1045,69.83641
1046,70.68574
1047,64.54385
1048,67.93112
1049,67.77291
1050,69.41312
1051,67.77213
1052,67.79965
1053,67.98313
1054,69.97983
1055,63.83261
1056,65.57212
1057,69.34307
1058,67.28398
1059,68.7435
1060,69.03112
1061,69.64426
1062,66.70052
1063,67.9143
1064,64.36849
1065,65.87507
1066,67.07427
1067,69.34545
1068,69.83212
1069,66.10245
1070,69.26205
1071,68.33525
1072,69.38017
1073,69.12887
1074,68.44658
1075,66.34542
1076,70.03275
1077,70.16523
1078,68.18324
1079,70.12378
1080,68.4296
1081,66.43974
1082,71.72703
1083,70.72387
1084,68.09022
1085,70.12976
1086,66.05393
1087,69.77059
1088,68.15816
1089,69.91372
1090,65.34461
1091,68.35621
1092,64.50585
1093,67.95491
1094,68.57621
1095,68.12257
1096,68.77583
1097,67.92593
1098,69.1484
1099,63.20539
1100,69.2442
1101,65.88645
1102,67.85186
1103,65.57418
1104,66.70819
1105,69.172
1106,69.23593
1107,67.57232
1108,69.50518
1109,70.60288
1110,66.54152
1111,69.11494
1112,69.951
1113,67.70347
1114,69.19028
1115,67.8047
1116,67.62532
1117,70.36898
1118,71.02595
1119,69.8452
1120,67.08638
1121,68.62013
1122,64.37275
1123,65.93523
1124,65.24285
1125,70.51481
1126,66.61129
1127,67.13394
1128,66.77634
1129,67.69385
1130,67.82809
1131,66.63254
1132,67.62229
1133,69.66798
1134,62.75039
1135,64.53878
1136,68.01929
1137,66.38551
1138,70.18724
1139,64.646
1140,67.48819
1141,72.01807
1142,66.61356
1143,65.81803
1144,71.16185
1145,68.51977
1146,64.96088
1147,66.88268
1148,70.3531
1149,67.71744
1150,66.03333
1151,68.9826
1152,68.60237
1153,66.8408
1154,68.03659
1155,64.79586
1156,70.55126
1157,68.28166
1158,68.77574
1159,67.09315
1160,70.14303
1161,65.46833
1162,69.02275
1163,74.24899
1164,64.08575
1165,67.57977
1166,69.19395
1167,64.48615
1168,68.75888
1169,68.45184
1170,66.44205
1171,70.1756
1172,67.1386
1173,66.91548
1174,68.63357
1175,66.95697
1176,69.97351
1177,66.92568
1178,68.76347
1179,67.40692
1180,65.74615
1181,65.88357
1182,66.77623
1183,66.9622
1184,63.46642
1185,68.35224
1186,64.43147
1187,63.52175
1188,66.86196
1189,65.53651
1190,71.82306
1191,68.86538
1192,70.79207
1193,69.02139
1194,67.3527
1195,66.3294
1196,67.75792
1197,68.64796
1198,68.18784
1199,71.53978
1200,68.58959
1201,71.33959
1202,67.18757
1203,67.70033
1204,64.13048
1205,69.90087
1206,66.72044
1207,69.3532
1208,69.70788
1209,67.73755
1210,68.16879
1211,71.94697
1212,67.37481
1213,65.34039
1214,65.63768
1215,68.91559
1216,65.44571
1217,68.11726
1218,69.52284
1219,69.40202
1220,70.00803
1221,68.59817
1222,64.76508
1223,67.52805
1224,66.71974
1225,67.94808
1226,69.09682
1227,70.04724
1228,67.92097
1229,67.99135
1230,68.92023
1231,66.75149
1232,68.07152
1233,68.75961
1234,70.93048
1235,68.29873
1236,69.25316
1237,68.39327
1238,68.48007
1239,69.47286
1240,66.33003
1241,66.88679
1242,65.20091
1243,68.37273
1244,67.10601
1245,62.64242
1246,69.06906
1247,71.15727
1248,68.93324
1249,68.10686
1250,64.45765
1251,65.96736
1252,68.73038
1253,70.53564
1254,67.40711
1255,66.11309
1256,69.47433
1257,70.95476
1258,65.56715
1259,65.49243
1260,68.89342
1261,67.59755
1262,66.1724
1263,68.70371
1264,65.47651
1265,67.72604
1266,70.02202
1267,69.72107
1268,67.90954
1269,65.61306
1270,71.40631
1271,66.27843
1272,65.0276
1273,65.68922
1274,66.85743
1275,68.23
1276,66.12036
1277,71.32591
1278,70.2075
1279,71.03619
1280,68.18528
1281,68.99195
1282,67.95745
1283,69.49971
1284,67.12538
1285,67.75678
1286,67.67958
1287,64.71984
1288,69.72873
1289,68.50234
1290,70.56446
1291,66.58715
1292,63.80202
1293,66.38836
1294,66.7895
1295,66.99003
1296,72.61998
1297,67.80601
1298,68.63913
1299,65.81803
1300,66.5755
1301,66.40067
1302,66.75992
1303,69.02475
1304,70.24902
1305,70.18308
1306,67.63509
1307,66.43547
1308,67.50559
1309,68.19559
1310,66.32293
1311,70.33673
1312,67.9766
1313,66.07451
1314,68.00118
1315,65.48497
1316,66.99532
1317,69.89331
1318,68.03229
1319,70.00989
1320,66.91337
1321,71.43101
1322,64.42386
1323,68.63254
1324,70.14808
1325,69.94628
1326,66.40808
1327,65.27161
1328,67.02796
1329,66.333
1330,70.05322
1331,71.49315
1332,67.11911
1333,72.52115
1334,68.59945
1335,66.72202
1336,68.33163
1337,66.52804
1338,69.80841
1339,70.18855
1340,67.70646
1341,66.73552
1342,68.37589
1343,68.14008
1344,65.33269
1345,68.27634
1346,69.17767
1347,66.47919
1348,66.27731
1349,67.80211
1350,72.66613
1351,70.62111
1352,67.45131
1353,68.51925
1354,72.05853
1355,64.71472
1356,66.49054
1357,71.9151
1358,68.37932
1359,69.44208
1360,65.67788
1361,67.97944
1362,68.18702
1363,67.96766
1364,67.69418
1365,66.85727
1366,68.50423
1367,66.46892
1368,70.53609
1369,68.60163
1370,67.13712
1371,63.82574
1372,67.39413
1373,71.3131
1374,67.98003
1375,67.8037
1376,71.05584
1377,70.6785
1378,69.45454
1379,67.75404
1380,66.37759
1381,66.90907
1382,67.36022
1383,70.03559
1384,74.19488
1385,68.44192
1386,68.86465
1387,66.41874
1388,68.58215
1389,69.01529
1390,64.12752
1391,72.58824
1392,69.53845
1393,69.32255
1394,67.26117
1395,68.8089
1396,65.83333
1397,69.14631
1398,66.76436
1399,68.10866
1400,66.52579
1401,66.72267
1402,66.66847
1403,66.13808
1404,68.04169
1405,67.37032
1406,68.37927
1407,68.64261
1408,67.06567
1409,69.29222
1410,69.97624
1411,68.36664
1412,68.2079
1413,67.34824
1414,65.91384
1415,67.37608
1416,70.77374
1417,72.8469
1418,64.95583
1419,68.67514
1420,68.73548
1421,67.33471
1422,66.68746
1423,65.85168
1424,70.81582
1425,65.09564
1426,70.61931
1427,67.96031
1428,70.68803
1429,66.34093
1430,71.98092
1431,70.17314
1432,70.63179
1433,64.87469
1434,69.62426
1435,65.17407
1436,69.09608
1437,71.81975
1438,68.66104
1439,67.17895
1440,68.00257
1441,70.77144
1442,68.82564
1443,70.04554
1444,68.95339
1445,64.41355
1446,63.82854
1447,68.3559
1448,69.25516
1449,73.38109
1450,69.36199
1451,70.71977
1452,67.59075
1453,70.98644
1454,67.73825
1455,71.10527
1456,71.95975
1457,65.74155
1458,65.64344
1459,68.37038
1460,70.50701
1461,66.43263
1462,66.60278
1463,68.03472
1464,69.83384
1465,68.22043
1466,67.78035
1467,67.1894
1468,66.17013
1469,65.98555
1470,70.37458
1471,66.98272
1472,69.07135
1473,64.39778
1474,70.30031
1475,68.46686
1476,68.07287
1477,69.65267
1478,67.85116
1479,68.81195
1480,68.88093
1481,71.2914
1482,64.93822
1483,64.39593
1484,67.61191
1485,65.36431
1486,68.57192
1487,69.63015
1488,64.66196
1489,71.18005
1490,65.6959
1491,66.05318
1492,67.04924
1493,68.42541
1494,68.54306
1495,65.95454
1496,66.95297
1497,64.91704
1498,66.59452
1499,68.17706
1500,69.573
1501,71.65878
1502,65.06775
1503,66.85523
1504,67.84366
1505,69.22848
1506,69.75159
1507,67.48764
1508,68.12465
1509,68.50207
1510,67.50188
1511,68.83511
1512,65.40895
1513,68.31175
1514,68.78411
1515,65.39974
1516,66.754
1517,65.37482
1518,70.65043
1519,70.97634
1520,66.75895
1521,66.26857
1522,67.34174
1523,67.39093
1524,71.04158
1525,63.7418
1526,66.91954
1527,65.84956
1528,67.03723
1529,67.92717
1530,66.72742
1531,66.34696
1532,66.53015
1533,68.60951
1534,66.11208
1535,67.01143
1536,70.45763
1537,65.3277
1538,67.28212
1539,70.37548
1540,68.04608
1541,70.36839
1542,68.38089
1543,67.78852
1544,69.77907
1545,69.59613
1546,67.9806
1547,65.84256
1548,66.99247
1549,63.54764
1550,71.50943
1551,69.94093
1552,71.21029
1553,71.56281
1554,65.31159
1555,65.18491
1556,65.25283
1557,67.46596
1558,67.27426
1559,64.97376
1560,64.60687
1561,69.736
1562,67.7749
1563,69.30528
1564,71.38338
1565,65.60915
1566,66.23041
1567,66.53307
1568,67.51649
1569,67.72325
1570,68.57113
1571,66.23808
1572,67.75308
1573,68.2829
1574,68.40175
1575,66.09433
1576,70.03545
1577,65.46717
1578,66.46693
1579,67.85512
1580,70.36596
1581,68.09483
1582,70.06267
1583,67.65661
1584,69.08508
1585,68.40932
1586,69.12972
1587,67.97094
1588,67.62895
1589,66.80442
1590,68.57388
1591,67.45375
1592,68.6366
1593,65.92344
1594,70.69799
1595,68.09362
1596,69.50493
1597,67.03953
1598,69.04839
1599,70.66314
1600,67.94574
1601,68.5127
1602,68.81282
1603,67.15097
1604,68.34367
1605,67.38561
1606,64.88607
1607,65.5339
1608,69.3919
1609,66.46889
1610,63.25683
1611,67.61546
1612,69.88085
1613,70.15703
1614,70.61107
1615,71.3845
1616,66.53779
1617,71.05961
1618,67.63928
1619,63.8441
1620,66.79275
1621,68.61061
1622,70.40975
1623,65.20379
1624,69.08499
1625,68.29678
1626,65.83832
1627,67.18313
1628,67.87544
1629,67.51672
1630,67.98827
1631,70.33848
1632,67.29728
1633,65.95685
1634,65.2832
1635,71.86035
1636,67.32069
1637,68.52503
1638,69.74627
1639,65.75926
1640,67.26104
1641,67.59186
1642,65.54701
1643,70.57745
1644,64.93595
1645,69.85715
1646,70.81884
1647,68.30112
1648,67.54828
1649,71.89737
1650,68.81871
1651,68.57948
1652,66.01716
1653,67.25756
1654,70.5545
1655,66.29452
1656,68.57082
1657,68.60497
1658,67.99508
1659,66.12931
1660,66.41232
1661,68.42482
1662,66.80813
1663,67.72371
1664,70.99035
1665,67.56098
1666,69.12684
1667,67.97635
1668,66.30036
1669,69.30957
1670,65.63213
1671,66.22333
1672,66.74595
1673,69.66252
1674,68.21548
1675,69.28403
1676,69.64359
1677,71.48035
1678,69.37451
1679,65.19039
1680,64.02516
1681,66.58522
1682,65.81355
1683,66.10408
1684,68.56408
1685,67.89191
1686,71.42475
1687,65.98772
1688,70.95594
1689,64.37344
1690,69.76692
1691,66.46755
1692,67.76109
1693,71.17728
1694,67.31413
1695,70.22181
1696,69.28985
1697,66.35778
1698,69.27648
1699,66.3778
1700,63.24012
1701,69.18211
1702,69.11432
1703,67.48024
1704,69.75327
1705,69.62313
1706,65.95463
1707,68.89125
1708,67.23829
1709,67.73728
1710,68.72443
1711,65.20195
1712,66.2865
1713,68.01878
1714,66.89261
1715,67.79814
1716,66.6555
1717,69.77338
1718,68.42446
1719,65.55531
1720,68.34513
1721,66.26115
1722,66.40599
1723,68.64386
1724,68.70476
1725,68.03119
1726,66.25774
1727,64.0967
1728,67.0669
1729,65.80509
1730,68.05092
1731,67.52718
1732,66.35888
1733,70.87196
1734,68.29448
1735,67.0344
1736,70.91179
1737,68.77458
1738,68.8064
1739,66.80841
1740,65.02676
1741,71.83389
1742,67.41125
1743,68.8635
1744,66.39633
1745,67.90122
1746,69.04019
1747,66.26552
1748,68.4645
1749,66.8815
1750,71.36376
1751,66.06344
1752,66.64834
1753,67.3297
1754,68.20575
1755,69.59793
1756,67.50819
1757,68.00385
1758,69.51431
1759,68.00582
1760,67.59357
1761,69.78942
1762,72.36491
1763,68.13393
1764,67.83776
1765,68.87619
1766,66.04124
1767,65.81569
1768,69.22762
1769,64.72395
1770,68.48588
1771,68.28041
1772,65.5087
1773,66.73361
1774,69.20114
1775,71.44618
1776,70.08869
1777,69.6745
1778,71.68575
1779,71.09849
1780,67.65215
1781,70.41131
1782,68.33638
1783,64.72321
1784,64.6035
1785,66.92416
1786,68.46553
1787,67.19789
1788,67.78929
1789,66.6783
1790,67.38496
1791,68.00018
1792,65.27378
1793,69.14142
1794,67.46178
1795,68.87277
1796,68.02365
1797,70.33914
1798,68.05498
1799,66.63059
1800,66.23781
1801,70.68625
1802,67.92487
1803,67.98283
1804,67.83966
1805,70.87256
1806,68.67371
1807,65.63433
1808,66.98566
1809,69.39665
1810,67.97483
1811,69.02449
1812,65.06479
1813,68.67376
1814,67.57063
1815,66.86965
1816,66.42749
1817,68.42186
1818,69.83543
1819,66.38544
1820,69.67951
1821,66.10079
1822,65.82617
1823,68.71368
1824,71.38503
1825,69.73254
1826,68.37367
1827,65.05453
1828,64.38195
1829,69.22384
1830,66.67906
1831,69.15689
1832,67.53215
1833,70.71198
1834,69.06844
1835,66.36641
1836,69.74416
1837,69.72221
1838,67.005
1839,68.39904
1840,65.72237
1841,70.41527
1842,66.08413
1843,66.34093
1844,65.25134
1845,67.53562
1846,68.21037
1847,67.41542
1848,69.8279
1849,66.30495
1850,69.06175
1851,69.64603
1852,70.75572
1853,67.51414
1854,67.50856
1855,67.30225
1856,67.76966
1857,70.13058
1858,66.28125
1859,72.48112
1860,66.93464
1861,67.24385
1862,69.30013
1863,71.68649
1864,69.69329
1865,68.22858
1866,70.77195
1867,69.63875
1868,67.5239
1869,70.26869
1870,67.32622
1871,65.82766
1872,67.28046
1873,68.47687
1874,66.16499
1875,71.12585
1876,67.51094
