metaphorID,label_boolean,text
0,TRUE,The `` standard of care is radiation '' . As I understand it the doctor must tell you that is recommended or risk being guilty of malpractice . It is up to us to decide if that is the road we want to take .
0,TRUE,"Hi all -- I guess I posted wrong so I 'm going to try again . I 'm joining all of you as I read so much from this site . This is such a long road for all of us.I was diagnoised in Feb 2008 after mamo , us , ductogram , bisopy and MRI . Very early and small DCIS , I was told if I had to have cancer good one to have . May 5 first surgery L needle localized lumpectomy and temp mammosite insertion . I did not have clean margins and BS found sm area of invasive cancer . May 29 second surgery L re-exercision lumpectomy sential node biopsy . BS said now multi focal DCIS with micrometastic carcinoma involving one lymph node . I am scheduled June 28 for L modified masectomy with removal of lower lymph nodes and R prophylachc mastectomy and R sentiel node biopsy . This has been such an emotional journey for me and my DH that I have decided no reconstruction for now . So now I have joined all of you ... Thanks "
2,TRUE,Hello girls ... latest update for me ... Onco score of 30 ... chemo starts this week . 4 rounds every three weeks . Should be done by the end of May and moving forward . The fun just never ends . You are all a bright light in an otherwise dark place . Thank you !
2,TRUE,"I had a bad out come originally , but now that I have had a second ps reposition and replace my implants -LRB- silicone -RRB- I am quite content with the outcome . . as a matter of fact I believe that most of the depression I experienced after my bi-lateral and reconstruction was due to the bad outcome of the plastic surgery . Once my breasts looked more `` normal '' I began to be able to see the future with more light and so my depression has almost completely lifted . . What am I saying - even if the results are not what you wanted or expected you can have them fixed and I am an example of a much more positive outcome for both my physical AND my emotional well being !!! Best of luck to all of you who are going through this now . . I hope everything turns out the way you hoped and expected the first time !!! Best , Deirdre "
2,TRUE,"Hi there ! I know it 's a really rough time right now . Look at my profile . I also had DCIS with 1 healthy breast . I had too many people I knew that had reoccurance when they left what was being said was a `` healthy breast '' . I was n't willing to sit back and wait and wonder if the cancer was going to come back . It is a very personal decision and there is no right or wrong answer . For me , having a bilateral mx was the best for me . My new implants are obviously fake , but at least they look the same . It was a tough surgery/recovery , but time heals . Best of luck and if you have any questions for me personally , please ask . I just got to the light at the end of the tunnel . "
0,TRUE,"Had my first visit with the oncologist this afternoon . He has me starting chemo next week ! I figured it be the end of June at the earliest so I was surprised at this news . But I 'm glad to get it started because I 'll be through that much sooner . I 'm getting AC x4 and then Taxol x4 -LRB- dose dense applications -RRB- . I 'm having a CT scan and bone scan before chemo starts . It 's going to be a busy week . I got some prescriptions today but not all the ones that I 've seen many of you posting about that you got before you started your chemo . He gave me Ativan , Emend and Neurotin . I 'm having a tremendous amount of nerve pain in the back of my arm on the side where I had the AND - he thought Neurotin would help . That was all the medications I was given . My hairdresser is ordering my wig tomorrow . That 's the only preparation for this I 've done , so I guess I need to get started gathering all my supplies . I 'm really ready to get this show on the road so that I can return to some semblence of my old self . "
4,TRUE,"Oh missmocky , I am so sorry to hear of your diagnosis . I know how you are feeling , like your life just got turned inside out , upside down , sick to your stomach from the ride feeling . I have n't had surgery yet -LRB- I am doing chemo to shrink the cancer down first -RRB- but I am scared to death of surgery . There are so many on this site who will give you great advice and answer any questions . Big hugs to you , and know that you are NOT ALONE ! "
4,FALSE,"I went through chemo during hot summer months so the heat really bothered me . However , on the days I felt well I did ride my very good TB who takes good care of me . He sensed I was off and was very careful with me . I actually did a 5 mile trail pace in Sept with him and it was on my 7th Taxol treatment . I figure I had such a miserable summer I was not going to miss out on a trail ride that I had been so looking forward to . We did very well . "
4,TRUE,I feel as if I 've won the Jackpot . My organs are still clear . A few mediastinal glands popping up as usual . Now it 's the long arm of Avastin and Xeloda to work on those bone mets . Still waiting to hear if my surgeon will remove the skull lesion and strengthen my C5 vertebrae . It sure is a roller coaster ride . Love River
5,TRUE,"oh I 'm so green with envy ! wish I was joining you gals at the beach . BUT I will celebrate having my port out tomorrow , and a CT scan Friday to start the rads train . Happy travels , girls ! "
0,TRUE,"I 'm in the club ladies . Took my 1st little white pill on Friday , so have had 3 days . I 've been debating it for months as it had been recommended even before my diagnosis because of being very high risk . Have looked into all the potential SEs up one side and down the other . I feel like I 'm starting out on a road and I have no idea what I 'm going to experience on this trip . Problem free ? Sure hope so . A few minor speed bumps ? Major potholes ? I think the minor SE I fear the most is the crankiness some of you have had . I 'm a single parent -LRB- kids 13 , 16 , & 20 -RRB- and feel like I ca n't be a basket case when my kids depend on me to be the rock . They 've been absolutely great through this whole thing . Life has finally gotten back to `` normal '' for us and I sure do n't want to put them through more . Guess we 'll just see . I know most women have few , if any , SEs . Guess I ca n't say I 'm a card carrying member of the Tamox club . A bottle carrying member ? "
6,TRUE,"Like everyone above has said , everyone reacts differently , but I think it is likely that if you your chemo on Thursdy you will be able to work on Monday . I had 4 rounds of TC , and I had my tx on Friday and returned to work on Tuesday . I was in the same boat as you in a way ; I was diagnosed right before starting a new job ! I had surgery then started the new job 3 weeks later , then started chemo about 6 weeks after starting the new job . I worked full time , and I 'm a horse vet so it can be physically demanding at times . I think working helped me get through the chemo though in that it kept me `` distracted . '' I certainly had days where I felt crappy , and/or was really tired , but for me it was do-able . Good luck !!!! "
4,TRUE,"I am asking my fellow travelers on this road to help me out with some practical information ... I am relocating from Plymouth , MA to Bradenton , FL for the winter months for the first time . BC will not keep us from our dreams ... but there is one major hurdle . My bone mets are still hanging around but there are now mets on my liver ... just found out on the 3rd and started Navelbine . I obviously need continuing medical attention . My onc is totally cooperative but I have no clue where to start looking for a reputable medical facility for infusion , etc. . Our plans are to go to FL from roughly Nov-April and live in MA the rest of the time . Can anyone direct me as to how to find a place or personally recommend one ? I have n't posted in a while ... but always check in . I have been on a roller coaster ride of late and can always use some inspiration and prayers . This too shall pass but in the meantime ... I need advice . Thank you all and my wish for you is to be safe , be well and be blessed . "
4,FALSE,Kim & Lisa I hope you both get the oncotype test to be sure chemo is helpful . My score came back at a 16 and 2 oncologist suggested me to just do tamoxifin . I 'm glad to say I have n't noticed bad side effects . Plus I want to share with you I had my surgery about 3ξ1/2 months ago and I 'm right back at my long bike rides and runs . I hope you ladies have a speedy recovery also : - -RRB-
0,TRUE,"It definitely is a very personal decision , one that only you can decide on . I had DCIS x 2 rt. breast May '07 so mast . was recommended . I had previous bx 's over the yrs . which were negative , recall mammos for additional views , etc. . I too was on the fence , 45 yo at the time . I decided to have a MRI to help further evaluate my other breast . Well , MRI suggested 2 invasive cancers , 1 ea breast so went for dbl mast w/out a second thought . Luckily the MRI was wrong and only had a lot of precancerous tissue in both . I do n't regret my decision at all because the way I see it if I had waited on the left , who knows at what stage the cancer would be before it was found . I had expanders put in at the same time and had my exchange to silicone implants in Oct. . It was a long process , uncomfortable at times but very manageable . I had my nipple reconstruct in Nov. and going for my tattoos next month - thinking of some neat flowers instead . I figure after all I 've been through why not , they 're never going to be real any way . I 'm now having fun shopping for clothes that accentuate my new girls . They look pretty da ** good . I also took my boys -LRB- 12 & 14 -RRB- into account . I wanted to be around for a long time and did n't want to worry about the side effects of radiation , poss . chemo down the road . My husband was very supportive and left it totally up to me . Get all the info you can so you can decide what is right for you . I wish you all the best in your decision . Jeanne "
6,TRUE,"LRAllen : I am in the SAME BOAT . I was pretty much * fine * during chemo as far as leg pain went -- Some bone and joint pain the day after my neulasta shot . Now my feet , legs , fingers , hips , heck even my butt muscles seem to hurt !!!! What in the heck ? Does anyone a few months out from TCH have any advice on home remedies and/or any idea on how long this will last ? I see my oncologist tomorrow for Herceptin and I will ask him . Any advice is welcomed . Moving around does seem to help , as do hot baths with epsom salt . "
6,TRUE,"Along with all this radiation crap I 'm waiting impatiently for my hair to come back . Finished taxotere tx June 3 and I 've only got a few eyebrow and eyelash hairs , little teeny hairs on my head and it 's starting to get cool here . I 'm so sick of ball caps . I 'm always cold . Going to see a dermatologist about another issue , maybe he 'll know something to speed it up . Anyone else in the same boat ? "
6,TRUE,"roja , i 'm so sorry to hear this news . i 'm sadly in the same boat . i never really got a break in treatment from original dx . will be starting 2 new drugs very soon . i know how hard it is to get this type of news but we 'll get thru it . there is so much support here and many prayers guiding us along the way . we can do it . bless you too . maria "
0,TRUE,"Another thing to consider is cosmetic outcome . I had small breasts and did n't want to be deformed after a lumpectomy . If you have a recurrence of cancer and have to do a mast down the road , reconstruction is more difficult after having radiation . I opted for skin & nipple sparing bilateral mast with lat flap and silicone implants , and my breasts look better now than before . "
0,FALSE,"Oh -- I feel really safe here -- I have a sign on the wall that says `` Welcome to my little corner of the institution !! '' I have a BAD case of the Herceptin sneezes today . It 's either that or I 'm having a bad case of hay fever . Who knows ??? I spent the morning running around town putting flyers up for the Relay for Life . I put an item in the weekly paper and on the local tv channel . ??? How did I end up running the team ??? I was just innocently sitting at my Herceptin infusion last week and this Relay lady dropped off the info for me to bring back to town and give to the lady who captained the event last year . When I gave it to her , she took out forms for herself and her daughter and handed the whole packet back to me !!!!! What ???? I 'm not sure that these people have a clue as to the depth of my `` chemo brain '' situation . I may just forget to even show up at the event . THAT would n't surprise me at all . My phone number is on these ads and I shut my phone OFF every night so that I can take sleeping pills and maybe get 3 or 4 hours of sleep . All by themselves the Ambien causes memory problems too !! HMM !! I do already have 7 people signed up to walk in the Relay and have raised over $ 900 , but I hope they 're not expecting me to stick out the entire 14 hours of the actual event . Sleepwise , I know I could do it as long as I do n't take any medication , but I do n't know if my concentration level is high enough to stick it out . I saw the cutest shirt today -- I think it describes me -- It says `` They say I have ADD , but they do n't know . Hey , there goes a chicken ! '' It kinda reminded me of reading one of my posts . I kinda go off in every direction . Oh -- hey -- talk about popcorn . Sometimes I live on the stuff . Is that a good source of fiber ?? I think so . Hope you all had a GREAT day . I took the back road back to town today from the ranch cuz they were oiling the hiway and I did n't like to sit and wait to drive thru oil . Anyway the backroad was AWFUL -- Full of ruts and waterholes . I almost went off the road a couple of times . Are you ever driving along and think of what a waste of a lot of work by a lot of medical people that it would be if you cracked up your car ? How dumb would that be ? Well , better go shower and get the jammies on . I 'm opening the daycare at 6:15 tomorrow . Fun , fun , fun . Life is Good -- Smiles -- NancyLee "
4,FALSE,"I had my port put on on Feb 25 , A week later we went on a vacation before the start of my chemo on March 24 . No one gave me any idea at all how much the port would hurt and riding in a car 8 hours to get where we were going was miserable . The bouncing over bumps etc in the road made the port bounce too , I was sore there for 2 days after each car ride and had to sleep with head elevated . And of course since we drove to get there we had to drive back too ! Since I will be having taxol for 12 weekly doses and then herceptin every 3 weeks for the balance of a year a port was the only option . The worst of the pain was gone at about 3 weeks but I still have to watch how I lay down at night . We will see how it goes with my first round on Tuesday . Annette "
5,TRUE,"Good evening Girls , Well I went to Springfield this afternoon . What a mess . There are places that are totally destroyed . Some parts are still without power . A lady at the mall said she is still without heat and it is down to 28 at night and low 40 's in the day . Burrrrr . Some of the stores are still closed and I wanted to go to Best Buy to check on a G.P.S. but they wont be open for 2 more wks . I think you could get a good price on a dinged car . They said on the news some of the repair shops are destroyed and there are sooo many cars needing repaired . Some of the car dealers got tore up . Gee it is amazing what wind can do . We were camping one time with 2 of our kids and got hit by a tornado and it rocked us in our camper . It was pretty scary and I never want to be in one again . I woke at 2 a.m. because it was so quiet . I could n't hear the frogs or crickets and then I heard a train getting louder and louder and then it threw us around . When we got out the giant trees looked like x-mas trees from all the clutter in the tops of them . We sold the camper . The back pain is really getting bad . I think I am going to have to take the pain pills a little more often . Tylenol is n't working anymore . My fingers are bad too . My scalp gets tender on top like when my hair fell out on A/C . It goes away in a couple days . Gosh Nancy Lee you are like the energizer Bunny girlfriend , you make me tired just reading your post . I would make up a new game for the kids called clean the daycare . Gosh , If hubby is going to be back and forth to Texas I can meet up with Janie and P.J. then when we go to Wi . I can check in with Rene . You girls have a truck stop close by ? Oh my lord , I am a trucker mama already . Maybe I will even get to Nancy Lees neck of the woods when it warms up . Well I better get . Later little snowbirds , Mary "
2,TRUE,"i have so much to say `` it sux '' about , but just havent got the energy to waste right now.will be praying for you sessna . . take care of that leg . . things just dont heal like theyre supposse to , on all these drugs . . im trying to be careful watching what im eatingGI says bloat will never go away , all from chemo . will still try 2 lose wait , as im not doing als , flunked them all . i am so sympathetic to u also being in a cast , as if you didnt have ENUFF to deal with . stay stong , ladies . . light and love , 3jaysmom "
